archive_path,file_name,internal_family,grouped_family,style,full_name,postscript_name,license_status,license_name_or_basis,evidence,source_or_local_file,commercial_use_recommendation,notes,embedded_license_desc,embedded_license_url,embedded_copyright
PoetsenOne-Regular.ttf,PoetsenOne-Regular.ttf,PoetsenOne,PoetsenOne,Regular,PoetsenOne,PoetsenOne-Regular,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL",http://scripts.sil.org/OFL,"Copyright (c) 2012, Pablo Impallari (www.impallari.com|impallari@gmail.com) and Rodrigo Fuenzalida (www.rfuenzalida.com), with Reserved Font Name Poetsen."
RICKSAMERICANNF.TTF,RICKSAMERICANNF.TTF,Ricks American NF,Ricks American NF,Regular,RicksAmericanNF,RicksAmericanNF,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,"By using or installing this font data, you (or you on behalf of your employer) agree to be bound by the terms of this Agreement. This Agreement constitutes the complete agreement between you and Nick's Fonts.

YOU MAY:

-Send a copy of any Nick's Fonts font data along with your documents to a commercial printer or other service bureau to enable the editing or printing of your document.

-Use this font data to embed fonts within PostScript files or PDF files for distribution, viewing, and imaging to third parties.

-Use this font for personal projects or for projects for which you are paid including, but not limited to, artwork, logotypes, personalized apparel, word art and web graphics.

YOU MAY NOT:

-Modify, adapt, translate, reverse engineer, decompile, disassemble or create derivative works based on the Nick's Fonts font data without Nick's Fonts's prior written consent.

-Sell this font data AS FONT DATA to a third party under any circumstances including, but not limited to, rubber-stamp alphabets, die-cut alphabets, rub-on alphabets, or digitized fonts for embroidery.
 
NICK'S FONTS SHALL NOT BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL OR INCIDENTAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE NICK'S FONTS FONT DATA.",,"Copyright (c) 2002, 2006 Nick Curtis. All Rights Reserved. Distributed under the 1001Fonts Free For Commercial Use License (FFC) http://www.1001fonts.com/licenses/ffc.html - PayPal donations in any amount may be made at nicksfonts.com."
Ranchers-Regular.ttf,Ranchers-Regular.ttf,Ranchers,Ranchers,Regular,Ranchers,Ranchers-Regular,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL",http://scripts.sil.org/OFL,"Copyright (c) 2012, Pablo Impallari (www.impallari.com|impallari@gmail.com), Brenda Gallo. (gbrenda1987@gmail.com), with Reserved Font Name Ranchers."
RifficFree-Bold.ttf,RifficFree-Bold.ttf,Riffic Free,Riffic Free,Bold,Riffic Free Bold,RifficFree-Bold,Commercial-free use,1001Fonts Free For Commercial Use License (FFC),bundled 1001Fonts EULA / readme,local 1001fonts-*-eula.txt,OK for commercial use,Allows personal and commercial use; do not sell/publish the font files as a standalone font product.,,,Copyright © 2016 by Inkyotter Design. All rights reserved.
Roboto/Roboto-Black.ttf,Roboto-Black.ttf,Roboto,Roboto,Black,Roboto Black,Roboto-Black,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-BlackItalic.ttf,Roboto-BlackItalic.ttf,Roboto,Roboto,Black Italic,Roboto Black Italic,Roboto-BlackItalic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Bold.ttf,Roboto-Bold.ttf,Roboto,Roboto,Bold,Roboto Bold,Roboto-Bold,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-BoldItalic.ttf,Roboto-BoldItalic.ttf,Roboto,Roboto,Bold Italic,Roboto Bold Italic,Roboto-BoldItalic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Italic.ttf,Roboto-Italic.ttf,Roboto,Roboto,Italic,Roboto Italic,Roboto-Italic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Light.ttf,Roboto-Light.ttf,Roboto,Roboto,Light,Roboto Light,Roboto-Light,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-LightItalic.ttf,Roboto-LightItalic.ttf,Roboto,Roboto,Light Italic,Roboto Light Italic,Roboto-LightItalic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Medium.ttf,Roboto-Medium.ttf,Roboto,Roboto,Medium,Roboto Medium,Roboto-Medium,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-MediumItalic.ttf,Roboto-MediumItalic.ttf,Roboto,Roboto,Medium Italic,Roboto Medium Italic,Roboto-MediumItalic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Regular.ttf,Roboto-Regular.ttf,Roboto,Roboto,Regular,Roboto Regular,Roboto-Regular,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-Thin.ttf,Roboto-Thin.ttf,Roboto,Roboto,Thin,Roboto Thin,Roboto-Thin,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012
Roboto/Roboto-ThinItalic.ttf,Roboto-ThinItalic.ttf,Roboto,Roboto,Thin Italic,Roboto Thin Italic,Roboto-ThinItalic,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,Font data copyright Google 2012-2013
Seconds.otf,Seconds.otf,Seconds,Seconds,Regular,Seconds,Seconds,Commercial-free use,Custom freeware / 1001Fonts free for commercial use,1001Fonts / FontSpace / Fontesk,https://www.1001fonts.com/seconds-font.html,OK for commercial use,Listed free for personal and commercial use.,,,Copyright (c) 2019 by Motokiwo. All rights reserved.
Slackey.ttf,Slackey.ttf,Slackey,Slackey,Regular,Slackey,Slackey,Commercial-free use,Apache License 2.0,embedded metadata / bundled license / Google Fonts,local metadata; https://www.apache.org/licenses/LICENSE-2.0; https://fonts.google.com/faq,OK for commercial use,Archive metadata/license indicates Apache 2.0; newer Google Fonts copies of some families may now be OFL.,"Licensed under the Apache License, Version 2.0",http://www.apache.org/licenses/LICENSE-2.0,"Copyright (c) 2010 by Font Diner, Inc DBA Sideshow. All rights reserved."
SpartanMB/SpartanMB-Black.otf,SpartanMB-Black.otf,Spartan MB,Spartan MB,Black,Spartan MB Black,SpartanMB-Black,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) <2017>, <Matt Bailey> (<http://mtbailey.com>),
with Reserved Font Name <Spartan MB Black>.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=ofl_web,Copyright (c) 2017 by Matt Bailey. All rights reserved.
SpartanMB/SpartanMB-Bold.otf,SpartanMB-Bold.otf,Spartan MB,Spartan MB,Bold,Spartan MB Bold,SpartanMB-Bold,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) <2017>, <Matt Bailey> (<http://mtbailey.com>),
with Reserved Font Name <Spartan MB Bold>.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=ofl_web,Copyright (c) 2017 by Matt Bailey. All rights reserved.
SpartanMB/SpartanMB-Extra-Bold.otf,SpartanMB-Extra-Bold.otf,Spartan MB,Spartan MB,ExtraBold,Spartan MB ExtraBold,SpartanMB-ExtraBold,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) <2017>, <Matt Bailey> (<http://mtbailey.com>),
with Reserved Font Name <Spartan MB ExtraBold>.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=ofl_web,Copyright (c) 2017 by Matt Bailey. All rights reserved.
SpartanMB/SpartanMB-Light.otf,SpartanMB-Light.otf,Spartan MB,Spartan MB,Light,Spartan MB Light,SpartanMB-Light,Commercial-free use,SIL Open Font License 1.1,embedded metadata / bundled OFL / Google Fonts / 1001Fonts,local metadata or bundled OFL; https://openfontlicense.org/; https://fonts.google.com/faq,OK for commercial use,OFL permits commercial use and redistribution/bundling subject to OFL terms; do not sell the font by itself.,"Copyright (c) <2017>, <Matt Bailey> (<http://mtbailey.com>),
with Reserved Font Name <Spartan MB Light>.

This Font Software is licensed under the SIL Open Font License, Version 1.1.
This license is copied below, and is also available with a FAQ at:
http://scripts.sil.org/OFL


-----------------------------------------------------------
SIL OPEN FONT LICENSE Version 1.1 - 26 February 2007
-----------------------------------------------------------

PREAMBLE
The goals of the Open Font License (OFL) are to stimulate worldwide
development of collaborative font projects, to support the font creation
efforts of academic and linguistic communities, and to provide a free and
open framework in which fonts may be shared and improved in partnership
with others.

The OFL allows the licensed fonts to be used, studied, modified and
redistributed freely as long as they are not sold by themselves. The
fonts, including any derivative works, can be bundled, embedded, 
redistributed and/or sold with any software provided that any reserved
names are not used by derivative works. The fonts and derivatives,
however, cannot be released under any other type of license. The
requirement for fonts to remain under this license does not apply
to any document created using the fonts or their derivatives.

DEFINITIONS
""Font Software"" refers to the set of files released by the Copyright
Holder(s) under this license and clearly marked as such. This may
include source files, build scripts and documentation.

""Reserved Font Name"" refers to any names specified as such after the
copyright statement(s).

""Original Version"" refers to the collection of Font Software components as
distributed by the Copyright Holder(s).

""Modified Version"" refers to any derivative made by adding to, deleting,
or substituting -- in part or in whole -- any of the components of the
Original Version, by changing formats or by porting the Font Software to a
new environment.

""Author"" refers to any designer, engineer, programmer, technical
writer or other person who contributed to the Font Software.

PERMISSION & CONDITIONS
Permission is hereby granted, free of charge, to any person obtaining
a copy of the Font Software, to use, study, copy, merge, embed, modify,
redistribute, and sell modified and unmodified copies of the Font
Software, subject to the following conditions:

1) Neither the Font Software nor any of its individual components,
in Original or Modified Versions, may be sold by itself.

2) Original or Modified Versions of the Font Software may be bundled,
redistributed and/or sold with any software, provided that each copy
contains the above copyright notice and this license. These can be
included either as stand-alone text files, human-readable headers or
in the appropriate machine-readable metadata fields within text or
binary files as long as those fields can be easily viewed by the user.

3) No Modified Version of the Font Software may use the Reserved Font
Name(s) unless explicit written permission is granted by the corresponding
Copyright Holder. This restriction only applies to the primary font name as
presented to the users.

4) The name(s) of the Copyright Holder(s) or the Author(s) of the Font
Software shall not be used to promote, endorse or advertise any
Modified Version, except to acknowledge the contribution(s) of the
Copyright Holder(s) and the Author(s) or with their explicit written
permission.

5) The Font Software, modified or unmodified, in part or in whole,
must be distributed entirely under this license, and must not be
distributed under any other license. The requirement for fonts to
remain under this license does not apply to any document created
using the Font Software.

TERMINATION
This license becomes null and void if any of the above conditions are
not met.

DISCLAIMER
THE FONT SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND,
EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO ANY WARRANTIES OF
MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT
OF COPYRIGHT, PATENT, TRADEMARK, OR OTHER RIGHT. IN NO EVENT SHALL THE
COPYRIGHT HOLDER BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER LIABILITY,
INCLUDING ANY GENERAL, SPECIAL, INDIRECT, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING
FROM, OUT OF THE USE OR INABILITY TO USE THE FONT SOFTWARE OR FROM
OTHER DEALINGS IN THE FONT SOFTWARE.",http://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&id=ofl_web,Copyright (c) 2017 by Matt Bailey. All rights reserved.
